,rows,columns,rho,N,l,allocation,T,gdf_points_sample,needed_sample,T/(rows*columns),RA/(rows*columns)
165,10,10,0.0,150000,10,proportional,25,"             0               geometry  comuna    values   sigma_i  region
114125  114125  POINT (31.286 58.475)       0 -0.738582  0.958757      10
97573    97573  POINT (58.725 79.527)       0 -0.738582  0.958757      10
104899  104899  POINT (60.955 66.858)       0 -0.738582  0.958757      10
137613  137613  POINT (59.502 44.367)       0 -0.738582  0.958757      10
18100    18100  POINT (67.388 41.444)       0 -0.738582  0.958757      10
...        ...                    ...     ...       ...       ...     ...
43034    43034   POINT (7.225 98.704)       9 -0.499655  1.393402       8
144759  144759   POINT (4.570 85.102)       9 -0.499655  1.393402       8
16062    16062   POINT (0.147 83.999)       9 -0.499655  1.393402       8
101552  101552   POINT (7.226 91.362)       9 -0.499655  1.393402       8
72829    72829   POINT (3.471 97.944)       9 -0.499655  1.393402       8

[496 rows x 6 columns]","[21.0, 29.0, 19.0, 27.0, 20.0, 18.0, 21.0, 28.0, 23.0, 25.0, 29.0, 20.0, 17.0, 15.0, 23.0]",0.25,0.15
166,10,10,0.0,150000,10,proportional,30,"             0                geometry  comuna    values   sigma_i  region
135603  135603   POINT (64.228 51.077)       0  1.230876  1.089326       7
94626    94626   POINT (55.386 70.046)       0  1.230876  1.089326       7
45548    45548   POINT (45.940 57.879)       0  1.230876  1.089326       7
47864    47864   POINT (56.029 76.333)       0  1.230876  1.089326       7
2618      2618   POINT (66.632 42.297)       0  1.230876  1.089326       7
...        ...                     ...     ...       ...       ...     ...
2818      2818    POINT (1.295 93.853)       9 -1.090989  0.957920       4
143738  143738   POINT (16.138 84.332)       9 -1.090989  0.957920       4
13505    13505  POINT (13.073 101.259)       9 -1.090989  0.957920       4
134155  134155   POINT (26.602 91.501)       9 -1.090989  0.957920       4
92483    92483   POINT (14.086 83.484)       9 -1.090989  0.957920       4

[339 rows x 6 columns]","[46.0, 24.0, 22.0, 25.0, 22.0, 34.0, 29.0, 27.0]",0.3,0.08
167,10,10,0.0,150000,10,proportional,50,"             0                geometry  comuna    values   sigma_i  region
145898  145898   POINT (53.380 66.679)       0  1.172144  1.002817       4
110073  110073   POINT (63.494 60.649)       0  1.172144  1.002817       4
1908      1908   POINT (62.030 76.055)       0  1.172144  1.002817       4
129058  129058   POINT (61.574 77.411)       0  1.172144  1.002817       4
56145    56145   POINT (41.276 56.471)       0  1.172144  1.002817       4
...        ...                     ...     ...       ...       ...     ...
77485    77485   POINT (10.678 91.317)       9 -0.206332  1.413743       1
54196    54196  POINT (22.104 109.106)       9 -0.206332  1.413743       1
46599    46599   POINT (10.247 91.176)       9 -0.206332  1.413743       1
138280  138280    POINT (3.324 84.759)       9 -0.206332  1.413743       1
40234    40234   POINT (29.526 94.853)       9 -0.206332  1.413743       1

[415 rows x 6 columns]","[42.0, 95.0, 44.0, 37.0, 53.0]",0.5,0.05
168,10,10,0.0,150000,10,proportional,100,"             0                geometry  comuna    values   sigma_i  region
49688    49688   POINT (59.528 68.133)       0 -1.959970  0.933537       0
64157    64157   POINT (67.970 64.811)       0 -1.959970  0.933537       0
83339    83339   POINT (55.941 47.952)       0 -1.959970  0.933537       0
127949  127949   POINT (67.177 41.358)       0 -1.959970  0.933537       0
107299  107299   POINT (60.869 55.191)       0 -1.959970  0.933537       0
...        ...                     ...     ...       ...       ...     ...
1279      1279   POINT (1.343 108.946)       9 -1.305223  0.834951       1
53126    53126   POINT (22.462 93.489)       9 -1.305223  0.834951       1
136681  136681    POINT (9.569 86.332)       9 -1.305223  0.834951       1
7115      7115    POINT (9.864 90.516)       9 -1.305223  0.834951       1
110364  110364  POINT (23.933 108.044)       9 -1.305223  0.834951       1

[419 rows x 6 columns]","[94.0, 94.0, 88.0]",1.0,0.03
169,10,10,0.0,150000,10,proportional,150,"             0               geometry  comuna    values   sigma_i  region
140196  140196  POINT (52.990 65.083)       0 -0.817345  1.081562       1
117504  117504  POINT (61.102 62.970)       0 -0.817345  1.081562       1
148479  148479  POINT (57.923 48.879)       0 -0.817345  1.081562       1
121419  121419  POINT (64.438 53.167)       0 -0.817345  1.081562       1
147807  147807  POINT (42.589 50.897)       0 -0.817345  1.081562       1
...        ...                    ...     ...       ...       ...     ...
12020    12020  POINT (11.386 80.796)       9 -1.802878  1.207142       2
105191  105191  POINT (20.002 99.801)       9 -1.802878  1.207142       2
34640    34640  POINT (10.048 80.331)       9 -1.802878  1.207142       2
100258  100258   POINT (8.163 97.486)       9 -1.802878  1.207142       2
25828    25828  POINT (15.546 96.901)       9 -1.802878  1.207142       2

[506 rows x 6 columns]","[111.0, 105.0, 113.0]",1.5,0.03
170,10,10,0.0,150000,15,neyman,25,"             0                   geometry  comuna    values   sigma_i  region
1796      1796  POINT (76.38454 21.94258)       0  0.221453  0.668466       1
4189      4189  POINT (65.63231 19.80549)       0  0.221453  0.668466       1
36234    36234  POINT (61.13403 39.63551)       0  0.221453  0.668466       1
14925    14925  POINT (73.16535 28.19064)       0  0.221453  0.668466       1
142480  142480  POINT (67.53652 37.48710)       0  0.221453  0.668466       1
...        ...                        ...     ...       ...       ...     ...
72272    72272   POINT (9.93409 78.79127)      14  0.057690  1.334378       3
128167  128167  POINT (12.98408 68.52044)      14  0.057690  1.334378       3
42571    42571  POINT (15.25188 64.38557)      14  0.057690  1.334378       3
95967    95967   POINT (4.74112 70.81648)      14  0.057690  1.334378       3
16478    16478  POINT (22.96658 60.80461)      14  0.057690  1.334378       3

[711 rows x 6 columns]","[14.0, 14.0, 13.0, 22.0, 27.0, 18.0, 17.0, 29.0, 22.0, 15.0, 19.0, 26.0, 17.0, 14.0, 14.0, 17.0, 14.0, 22.0, 15.0, 16.0, 22.0]",0.25,0.21
171,10,10,0.0,150000,15,neyman,30,"             0                   geometry  comuna    values   sigma_i  region
141010  141010  POINT (78.63768 35.05583)       0  0.195406  0.435559      19
46948    46948  POINT (67.77667 18.00332)       0  0.195406  0.435559      19
65803    65803  POINT (66.97566 24.67120)       0  0.195406  0.435559      19
62774    62774  POINT (69.31452 14.29705)       0  0.195406  0.435559      19
15582    15582  POINT (74.43893 23.79342)       0  0.195406  0.435559      19
...        ...                        ...     ...       ...       ...     ...
90139    90139   POINT (2.97557 72.61853)      14  1.323466  1.194215       6
89842    89842  POINT (22.21888 83.30137)      14  1.323466  1.194215       6
32888    32888   POINT (4.40000 62.62860)      14  1.323466  1.194215       6
99495    99495   POINT (6.53615 62.69134)      14  1.323466  1.194215       6
15957    15957   POINT (7.32962 66.56090)      14  1.323466  1.194215       6

[1092 rows x 6 columns]","[21.0, 19.0, 21.0, 20.0, 24.0, 10.0, 25.0, 11.0, 23.0, 32.0, 22.0, 18.0, 24.0, 17.0, 27.0, 20.0, 18.0, 37.0, 24.0, 24.0, 27.0, 18.0, 19.0, 17.0, 24.0, 20.0, 19.0, 22.0]",0.3,0.28
172,10,10,0.0,150000,15,neyman,50,"             0                   geometry  comuna    values   sigma_i  region
109503  109503  POINT (69.34752 13.87503)       0  0.487950  0.865134       9
36301    36301  POINT (67.95043 36.00000)       0  0.487950  0.865134       9
76585    76585  POINT (78.96380 23.72282)       0  0.487950  0.865134       9
149056  149056  POINT (76.75234 20.05202)       0  0.487950  0.865134       9
146664  146664  POINT (78.30883 20.40557)       0  0.487950  0.865134       9
...        ...                        ...     ...       ...       ...     ...
133879  133879  POINT (26.30739 86.21922)      14  0.385589  0.855041       4
26215    26215  POINT (28.83590 81.22064)      14  0.385589  0.855041       4
39937    39937   POINT (2.17660 66.15674)      14  0.385589  0.855041       4
105973  105973   POINT (2.31294 77.89872)      14  0.385589  0.855041       4
72247    72247  POINT (11.13120 70.42959)      14  0.385589  0.855041       4

[744 rows x 6 columns]","[39.0, 39.0, 24.0, 42.0, 26.0, 33.0, 38.0, 47.0, 31.0, 30.0, 26.0, 29.0]",0.5,0.12
173,10,10,0.0,150000,15,neyman,100,"             0                   geometry  comuna    values   sigma_i  region
125744  125744  POINT (60.24572 39.36059)       0 -0.794534  0.889123       2
106633  106633  POINT (66.51002 13.83532)       0 -0.794534  0.889123       2
3561      3561  POINT (62.37910 38.48893)       0 -0.794534  0.889123       2
135094  135094  POINT (76.31474 22.45214)       0 -0.794534  0.889123       2
137822  137822  POINT (74.54900 33.81246)       0 -0.794534  0.889123       2
...        ...                        ...     ...       ...       ...     ...
31603    31603  POINT (21.73727 60.91872)      14 -0.162140  0.916103       0
146761  146761  POINT (21.93465 83.22845)      14 -0.162140  0.916103       0
97231    97231  POINT (11.08408 79.53548)      14 -0.162140  0.916103       0
10505    10505  POINT (20.05596 83.88539)      14 -0.162140  0.916103       0
93399    93399  POINT (23.80520 82.77343)      14 -0.162140  0.916103       0

[806 rows x 6 columns]","[77.0, 80.0, 86.0, 61.0, 80.0, 44.0]",1.0,0.06
174,10,10,0.0,150000,15,neyman,150,"             0                   geometry  comuna    values   sigma_i  region
25093    25093  POINT (62.37872 10.18946)       0 -1.309757  0.884138       2
68084    68084  POINT (67.28938 37.24605)       0 -1.309757  0.884138       2
15140    15140  POINT (61.27252 39.90615)       0 -1.309757  0.884138       2
15379    15379  POINT (75.85210 37.26447)       0 -1.309757  0.884138       2
83190    83190  POINT (69.02567 26.13533)       0 -1.309757  0.884138       2
...        ...                        ...     ...       ...       ...     ...
5216      5216  POINT (21.06703 83.98085)      14 -0.012994  0.891040       3
141408  141408  POINT (20.70010 70.23299)      14 -0.012994  0.891040       3
46724    46724  POINT (25.70840 86.71525)      14 -0.012994  0.891040       3
38588    38588  POINT (10.02551 65.27905)      14 -0.012994  0.891040       3
12545    12545   POINT (3.15922 77.97220)      14 -0.012994  0.891040       3

[706 rows x 6 columns]","[105.0, 95.0, 87.0, 84.0]",1.5,0.04
175,10,10,0.0,150000,15,proportional,25,"             0                   geometry  comuna    values   sigma_i  region
66617    66617  POINT (63.74553 15.30693)       0  0.081776  1.521985       7
94306    94306  POINT (63.79478 14.46761)       0  0.081776  1.521985       7
149923  149923  POINT (74.46159 23.91209)       0  0.081776  1.521985       7
135510  135510  POINT (78.26235 22.49901)       0  0.081776  1.521985       7
116758  116758  POINT (77.27690 32.81655)       0  0.081776  1.521985       7
...        ...                        ...     ...       ...       ...     ...
18089    18089  POINT (21.96242 63.01402)      14  1.570176  0.995073      13
111478  111478  POINT (20.87869 77.86844)      14  1.570176  0.995073      13
59272    59272  POINT (18.61291 78.81541)      14  1.570176  0.995073      13
47191    47191  POINT (25.81945 71.38069)      14  1.570176  0.995073      13
3729      3729  POINT (22.34945 61.53771)      14  1.570176  0.995073      13

[442 rows x 6 columns]","[23.0, 19.0, 35.0, 18.0, 15.0, 19.0, 14.0, 25.0, 19.0, 18.0, 18.0, 22.0, 23.0, 16.0]",0.25,0.14
176,10,10,0.0,150000,15,proportional,30,"             0                   geometry  comuna    values   sigma_i  region
121875  121875  POINT (76.29850 25.56350)       0 -0.664244  0.471849       4
52966    52966  POINT (76.75579 20.05808)       0 -0.664244  0.471849       4
60410    60410  POINT (71.90400 38.84343)       0 -0.664244  0.471849       4
53963    53963  POINT (64.53747 15.00319)       0 -0.664244  0.471849       4
80827    80827  POINT (69.18250 30.37205)       0 -0.664244  0.471849       4
...        ...                        ...     ...       ...       ...     ...
46751    46751  POINT (13.35065 78.20941)      14  0.379588  0.770844       7
39492    39492   POINT (1.85089 73.27125)      14  0.379588  0.770844       2
30162    30162  POINT (26.37607 69.27284)      14  0.379588  0.770844       2
7546      7546  POINT (27.11338 61.90776)      14  0.379588  0.770844       2
137704  137704  POINT (13.03008 72.01976)      14  0.379588  0.770844       2

[320 rows x 6 columns]","[23.0, 43.0, 27.0, 20.0, 21.0, 23.0, 20.0, 33.0]",0.3,0.08
177,10,10,0.0,150000,15,proportional,50,"             0                   geometry  comuna    values   sigma_i  region
53685    53685  POINT (63.39481 12.51076)       0  1.063370  1.328976       0
87928    87928  POINT (70.76893 37.06910)       0  1.063370  1.328976       0
124353  124353  POINT (62.78366 30.49283)       0  1.063370  1.328976       0
108508  108508  POINT (79.19181 32.98988)       0  1.063370  1.328976       0
96485    96485  POINT (79.02428 37.69806)       0  1.063370  1.328976       0
...        ...                        ...     ...       ...       ...     ...
80138    80138  POINT (10.57892 76.07795)      14 -1.154171  0.941782       1
115031  115031   POINT (3.42654 61.68572)      14 -1.154171  0.941782       1
131137  131137  POINT (27.39415 71.44108)      14 -1.154171  0.941782       1
140568  140568  POINT (19.92982 77.77527)      14 -1.154171  0.941782       1
51836    51836  POINT (18.43792 66.28771)      14 -1.154171  0.941782       1

[383 rows x 6 columns]","[58.0, 67.0, 72.0, 57.0]",0.5,0.04
178,10,10,0.0,150000,15,proportional,100,"             0                   geometry  comuna    values   sigma_i  region
81735    81735  POINT (71.54744 26.48790)       0 -0.870461  0.765462       1
104376  104376  POINT (63.07824 17.45705)       0 -0.870461  0.765462       1
2591      2591  POINT (62.50778 12.45042)       0 -0.870461  0.765462       1
67856    67856  POINT (73.66862 28.24564)       0 -0.870461  0.765462       1
120343  120343  POINT (67.22962 15.87820)       0 -0.870461  0.765462       1
...        ...                        ...     ...       ...       ...     ...
116264  116264  POINT (25.58747 73.09079)      14  0.858557  0.404420       0
28114    28114  POINT (15.93223 63.13801)      14  0.858557  0.404420       0
55471    55471  POINT (21.36103 64.97995)      14  0.858557  0.404420       0
60439    60439   POINT (4.07656 65.93462)      14  0.858557  0.404420       0
129029  129029  POINT (14.30384 70.05537)      14  0.858557  0.404420       0

[356 rows x 6 columns]","[83.0, 144.0]",1.0,0.02
179,10,10,0.0,150000,15,proportional,150,"             0                   geometry  comuna    values   sigma_i  region
39971    39971  POINT (60.74031 39.89606)       0 -0.353320  0.629579       0
37162    37162  POINT (67.40491 14.60612)       0 -0.353320  0.629579       0
27580    27580  POINT (64.00311 22.29068)       0 -0.353320  0.629579       0
24895    24895  POINT (73.79674 24.01755)       0 -0.353320  0.629579       0
57883    57883  POINT (65.76086 20.77491)       0 -0.353320  0.629579       0
...        ...                        ...     ...       ...       ...     ...
102010  102010  POINT (25.96400 62.51419)      14  1.193736  1.385631       0
49234    49234  POINT (15.03189 72.53273)      14  1.193736  1.385631       0
24933    24933   POINT (8.38216 72.87063)      14  1.193736  1.385631       0
5874      5874  POINT (12.18269 61.95223)      14  1.193736  1.385631       0
113786  113786  POINT (29.51129 71.86099)      14  1.193736  1.385631       0

[333 rows x 6 columns]",[215.0],1.5,0.01
