,sample,T,rho
8886,29.0,30,-0.9
8887,28.0,30,-0.9
8888,15.0,30,-0.9
8889,14.0,30,-0.9
8890,20.0,30,-0.9
8891,31.0,30,-0.9
8892,17.0,30,-0.9
8893,34.0,30,-0.9
8894,23.0,30,-0.9
8895,15.0,30,-0.9
8896,17.0,30,-0.9
8897,24.0,30,-0.9
8898,18.0,30,-0.9
8899,32.0,30,-0.9
8900,38.0,30,-0.9
8901,23.0,30,-0.9
8902,16.0,30,-0.9
8903,29.0,30,-0.9
8904,22.0,30,-0.9
8905,39.0,30,-0.9
8906,29.0,30,-0.9
8907,27.0,30,-0.9
8908,24.0,30,-0.9
8909,29.0,30,-0.9
8910,24.0,30,-0.9
8911,23.0,30,-0.9
8912,17.0,30,-0.9
8913,23.0,30,-0.9
8914,16.0,30,-0.9
8915,24.0,30,-0.9
8916,15.0,30,-0.9
8917,20.0,30,-0.9
8918,20.0,30,-0.9
8919,16.0,30,-0.9
8920,30.0,30,-0.9
8921,35.0,30,-0.9
8922,16.0,30,-0.9
8923,42.0,30,-0.9
8924,24.0,30,-0.9
8925,35.0,30,-0.9
8926,18.0,30,-0.9
8927,38.0,30,-0.9
8928,18.0,30,-0.9
8929,18.0,30,-0.9
8930,19.0,30,-0.9
8931,16.0,30,-0.9
8932,19.0,30,-0.9
8933,18.0,30,-0.9
8934,44.0,30,-0.9
8935,23.0,30,-0.9
8936,15.0,30,-0.9
8937,22.0,30,-0.9
8938,21.0,30,-0.9
8939,25.0,30,-0.9
8940,16.0,30,-0.9
8941,24.0,30,-0.9
8942,17.0,30,-0.9
8943,25.0,30,-0.9
8944,13.0,30,-0.9
8945,20.0,30,-0.9
8946,21.0,30,-0.9
8947,16.0,30,-0.9
8948,24.0,30,-0.9
8949,22.0,30,-0.9
8950,14.0,30,-0.9
8951,22.0,30,-0.9
8952,25.0,30,-0.9
8953,25.0,30,-0.9
8954,28.0,30,-0.9
8955,11.0,30,-0.9
8956,26.0,30,-0.9
8957,27.0,30,-0.9
8958,18.0,30,-0.9
8959,22.0,30,-0.9
8960,19.0,30,-0.9
8961,17.0,30,-0.9
8962,25.0,30,-0.9
8963,20.0,30,-0.9
8964,16.0,30,-0.9
8965,27.0,30,-0.9
8966,17.0,30,-0.9
8967,19.0,30,-0.9
8968,15.0,30,-0.9
8969,23.0,30,-0.9
8970,28.0,30,-0.9
8971,18.0,30,-0.9
8972,20.0,30,-0.9
8973,13.0,30,-0.9
8974,18.0,30,-0.9
8975,21.0,30,-0.9
8976,24.0,30,-0.9
8977,20.0,30,-0.9
8978,18.0,30,-0.9
8979,21.0,30,-0.9
8980,24.0,30,-0.9
8981,31.0,30,-0.9
8982,30.0,30,-0.9
8983,29.0,30,-0.9
8984,19.0,30,-0.9
8985,22.0,30,-0.9
8986,15.0,30,-0.9
8987,18.0,30,-0.9
8988,23.0,30,-0.9
8989,16.0,30,-0.9
8990,24.0,30,-0.9
8991,27.0,30,-0.9
8992,27.0,30,-0.9
8993,16.0,30,-0.9
8994,35.0,30,-0.9
8995,13.0,30,-0.9
8996,11.0,30,-0.9
8997,22.0,30,-0.9
8998,23.0,30,-0.9
8999,38.0,30,-0.9
9000,20.0,30,-0.9
9001,31.0,30,-0.9
9002,22.0,30,-0.9
9003,16.0,30,-0.9
9004,22.0,30,-0.9
9005,24.0,30,-0.9
9006,27.0,30,-0.9
9007,30.0,30,-0.9
9008,30.0,30,-0.9
9009,17.0,30,-0.9
9010,20.0,30,-0.9
9011,20.0,30,-0.9
9012,26.0,30,-0.9
9013,26.0,30,-0.9
9014,21.0,30,-0.9
9015,25.0,30,-0.9
9016,23.0,30,-0.9
9017,17.0,30,-0.9
9018,13.0,30,-0.9
9019,16.0,30,-0.9
9020,29.0,30,-0.9
9021,22.0,30,-0.9
9022,22.0,30,-0.9
9023,17.0,30,-0.9
9024,19.0,30,-0.9
9025,29.0,30,-0.9
9026,29.0,30,-0.9
9027,19.0,30,-0.9
9028,36.0,30,-0.9
9029,24.0,30,-0.9
9030,18.0,30,-0.9
9031,34.0,30,-0.9
9032,21.0,30,-0.9
9033,25.0,30,-0.9
9034,19.0,30,-0.9
9035,21.0,30,-0.9
9036,29.0,30,-0.9
9037,30.0,30,-0.9
9038,30.0,30,-0.9
9039,22.0,30,-0.9
9040,26.0,30,-0.9
9041,21.0,30,-0.9
9042,27.0,30,-0.9
9043,25.0,30,-0.9
9044,22.0,30,-0.9
9045,26.0,30,-0.9
9046,26.0,30,-0.9
9047,20.0,30,-0.9
9048,32.0,30,-0.9
9049,30.0,30,-0.9
9050,20.0,30,-0.9
9051,27.0,30,-0.9
9052,21.0,30,-0.9
9053,17.0,30,-0.9
9054,23.0,30,-0.9
9055,38.0,30,-0.9
9056,21.0,30,-0.9
9057,26.0,30,-0.9
9058,19.0,30,-0.9
9059,19.0,30,-0.9
9060,26.0,30,-0.9
9061,22.0,30,-0.9
9062,13.0,30,-0.9
9063,16.0,30,-0.9
9064,17.0,30,-0.9
9065,21.0,30,-0.9
9066,30.0,30,-0.9
9067,13.0,30,-0.9
9068,28.0,30,-0.9
9069,16.0,30,-0.9
9070,12.0,30,-0.9
9071,17.0,30,-0.9
9072,18.0,30,-0.9
9073,17.0,30,-0.9
9074,25.0,30,-0.9
9075,27.0,30,-0.9
9076,19.0,30,-0.9
9077,31.0,30,-0.9
9078,20.0,30,-0.9
9079,16.0,30,-0.9
9080,20.0,30,-0.9
9081,20.0,30,-0.9
9082,21.0,30,-0.9
9083,24.0,30,-0.9
9084,32.0,30,-0.9
9085,26.0,30,-0.9
9086,24.0,30,-0.9
9087,30.0,30,-0.9
9088,17.0,30,-0.9
9089,28.0,30,-0.9
9090,27.0,30,-0.9
9091,20.0,30,-0.9
9092,23.0,30,-0.9
9093,18.0,30,-0.9
9094,20.0,30,-0.9
9095,22.0,30,-0.9
9096,29.0,30,-0.9
9097,17.0,30,-0.9
9098,22.0,30,-0.9
9099,19.0,30,-0.9
9100,22.0,30,-0.9
9101,31.0,30,-0.9
9102,13.0,30,-0.9
9103,31.0,30,-0.9
9104,23.0,30,-0.9
9105,15.0,30,-0.9
9106,16.0,30,-0.9
9107,29.0,30,-0.9
9108,19.0,30,-0.9
9109,9.0,30,-0.9
9110,15.0,30,-0.9
9111,19.0,30,-0.9
9112,13.0,30,-0.9
9113,14.0,30,-0.9
9114,20.0,30,-0.9
9115,20.0,30,-0.9
9116,22.0,30,-0.9
9117,22.0,30,-0.9
9118,19.0,30,-0.9
9119,24.0,30,-0.9
9120,21.0,30,-0.9
9121,16.0,30,-0.9
9122,24.0,30,-0.9
9123,26.0,30,-0.9
9124,31.0,30,-0.9
9125,16.0,30,-0.9
9126,34.0,30,-0.9
9127,20.0,30,-0.9
9128,18.0,30,-0.9
9129,27.0,30,-0.9
9130,33.0,30,-0.9
9131,30.0,30,-0.9
9132,41.0,30,-0.9
9133,17.0,30,-0.9
9134,23.0,30,-0.9
9135,24.0,30,-0.9
9136,15.0,30,-0.9
9137,32.0,30,-0.9
9138,16.0,30,-0.9
9139,14.0,30,-0.9
9140,17.0,30,-0.9
9141,27.0,30,-0.9
9142,28.0,30,-0.9
9143,21.0,30,-0.9
9144,22.0,30,-0.9
9145,18.0,30,-0.9
9146,26.0,30,-0.9
9147,19.0,30,-0.9
9148,35.0,30,-0.9
9149,36.0,30,-0.9
9150,20.0,30,-0.9
9151,28.0,30,-0.9
9152,43.0,30,-0.9
9153,24.0,30,-0.9
9154,53.0,30,-0.9
9155,37.0,30,-0.9
9156,26.0,30,-0.9
9157,24.0,30,-0.9
9158,36.0,30,-0.9
9159,39.0,30,-0.9
9160,17.0,30,-0.9
9161,19.0,30,-0.9
9162,34.0,30,-0.9
9163,32.0,30,-0.9
9164,23.0,30,-0.9
9165,21.0,30,-0.9
9166,25.0,30,-0.9
9167,27.0,30,-0.9
9168,24.0,30,-0.9
9169,25.0,30,-0.9
9170,19.0,30,-0.9
9171,18.0,30,-0.9
9172,20.0,30,-0.9
9173,27.0,30,-0.9
9174,22.0,30,-0.9
9175,21.0,30,-0.9
9176,27.0,30,-0.9
9177,19.0,30,-0.9
9178,25.0,30,-0.9
9179,31.0,30,-0.9
9180,19.0,30,-0.9
9181,28.0,30,-0.9
9182,19.0,30,-0.9
9183,16.0,30,-0.9
9184,26.0,30,-0.9
9185,22.0,30,-0.9
9186,17.0,30,-0.9
9187,18.0,30,-0.9
9188,18.0,30,-0.9
9189,27.0,30,-0.9
9190,21.0,30,-0.9
9191,17.0,30,-0.9
9192,25.0,30,-0.9
9193,49.0,30,-0.9
9194,22.0,30,-0.9
9195,11.0,30,-0.9
9196,15.0,30,-0.9
9197,20.0,30,-0.9
9198,19.0,30,-0.9
9199,24.0,30,-0.9
9200,26.0,30,-0.9
9201,24.0,30,-0.9
9202,23.0,30,-0.9
9203,31.0,30,-0.9
9204,14.0,30,-0.9
9205,14.0,30,-0.9
9206,21.0,30,-0.9
9207,29.0,30,-0.9
9208,31.0,30,-0.9
9209,20.0,30,-0.9
9210,19.0,30,-0.9
9211,12.0,30,-0.9
9212,18.0,30,-0.9
9213,16.0,30,-0.9
9214,15.0,30,-0.9
9215,23.0,30,-0.9
9216,24.0,30,-0.9
9217,24.0,30,-0.9
9218,21.0,30,-0.9
9219,35.0,30,-0.9
9220,15.0,30,-0.9
9221,16.0,30,-0.9
9222,18.0,30,-0.9
9223,20.0,30,-0.9
9224,19.0,30,-0.9
9225,22.0,30,-0.9
9226,15.0,30,-0.9
9227,17.0,30,-0.9
9228,61.0,30,-0.9
9229,15.0,30,-0.9
9230,23.0,30,-0.9
9231,15.0,30,-0.9
9232,17.0,30,-0.9
9233,18.0,30,-0.9
9234,31.0,30,-0.9
9235,22.0,30,-0.9
9236,33.0,30,-0.9
9237,20.0,30,-0.9
9238,18.0,30,-0.9
9239,16.0,30,-0.9
9240,16.0,30,-0.9
9241,18.0,30,-0.9
9242,15.0,30,-0.9
9243,18.0,30,-0.9
9244,16.0,30,-0.9
9245,23.0,30,-0.9
9246,18.0,30,-0.9
9247,24.0,30,-0.9
9248,22.0,30,-0.9
9249,42.0,30,-0.9
9250,27.0,30,-0.9
9251,33.0,30,-0.9
9252,22.0,30,-0.9
9253,46.0,30,-0.9
9254,33.0,30,-0.9
9255,18.0,30,-0.9
9256,24.0,30,-0.9
9257,24.0,30,-0.9
9258,42.0,30,-0.9
9259,49.0,30,-0.9
9260,32.0,30,-0.9
9261,30.0,30,-0.9
9262,30.0,30,-0.9
9263,24.0,30,-0.9
9264,37.0,30,-0.9
9265,22.0,30,-0.9
9266,21.0,30,-0.9
9267,23.0,30,-0.9
9268,21.0,30,-0.9
9269,31.0,30,-0.9
9270,20.0,30,-0.9
9271,28.0,30,-0.9
9272,32.0,30,-0.9
9273,24.0,30,-0.9
9274,24.0,30,-0.9
9275,19.0,30,-0.9
9276,24.0,30,-0.9
9277,16.0,30,-0.9
9278,22.0,30,-0.9
9279,21.0,30,-0.9
9280,22.0,30,-0.9
9281,18.0,30,-0.9
9282,23.0,30,-0.9
9283,22.0,30,-0.9
9284,18.0,30,-0.9
9285,22.0,30,-0.9
9286,21.0,30,-0.9
9287,30.0,30,-0.9
9288,23.0,30,-0.9
9289,21.0,30,-0.9
9290,23.0,30,-0.9
9291,23.0,30,-0.9
9292,25.0,30,-0.9
9293,25.0,30,-0.9
9294,20.0,30,-0.9
9295,26.0,30,-0.9
9296,18.0,30,-0.9
9297,27.0,30,-0.9
9298,26.0,30,-0.9
9299,20.0,30,-0.9
9300,18.0,30,-0.9
9301,22.0,30,-0.9
9302,18.0,30,-0.9
9303,15.0,30,-0.9
9304,18.0,30,-0.9
9305,21.0,30,-0.9
9306,21.0,30,-0.9
9307,18.0,30,-0.9
9308,34.0,30,-0.9
9309,15.0,30,-0.9
9310,19.0,30,-0.9
9311,15.0,30,-0.9
9312,26.0,30,-0.9
9313,24.0,30,-0.9
9314,21.0,30,-0.9
9315,14.0,30,-0.9
9316,23.0,30,-0.9
9317,27.0,30,-0.9
9318,21.0,30,-0.9
9319,22.0,30,-0.9
9320,22.0,30,-0.9
9321,32.0,30,-0.9
9322,18.0,30,-0.9
9323,22.0,30,-0.9
9324,27.0,30,-0.9
9325,22.0,30,-0.9
9326,18.0,30,-0.9
9327,23.0,30,-0.9
9328,17.0,30,-0.9
9329,22.0,30,-0.9
9330,26.0,30,-0.9
9331,19.0,30,-0.9
9332,14.0,30,-0.9
9333,33.0,30,-0.9
9334,24.0,30,-0.9
9335,20.0,30,-0.9
9336,20.0,30,-0.9
9337,20.0,30,-0.9
9338,14.0,30,-0.9
9339,20.0,30,-0.9
9340,24.0,30,-0.9
9341,17.0,30,-0.9
9342,17.0,30,-0.9
9343,23.0,30,-0.9
9344,20.0,30,-0.9
9345,19.0,30,-0.9
9346,18.0,30,-0.9
9347,20.0,30,-0.9
9348,13.0,30,-0.9
9349,32.0,30,-0.9
9350,20.0,30,-0.9
9351,21.0,30,-0.9
9352,32.0,30,-0.9
9353,19.0,30,-0.9
9354,26.0,30,-0.9
9355,20.0,30,-0.9
9356,30.0,30,-0.9
9357,13.0,30,-0.9
9358,44.0,30,-0.9
9359,15.0,30,-0.9
9360,21.0,30,-0.9
9361,16.0,30,-0.9
9362,17.0,30,-0.9
9363,14.0,30,-0.9
9364,20.0,30,-0.9
9365,17.0,30,-0.9
9366,27.0,30,-0.9
9367,36.0,30,-0.9
9368,20.0,30,-0.9
9369,22.0,30,-0.9
9370,17.0,30,-0.9
9371,16.0,30,-0.9
9372,18.0,30,-0.9
9373,19.0,30,-0.9
9374,23.0,30,-0.9
9375,15.0,30,-0.9
9376,23.0,30,-0.9
9377,19.0,30,-0.9
9378,20.0,30,-0.9
9379,21.0,30,-0.9
9380,17.0,30,-0.9
9381,19.0,30,-0.9
9382,22.0,30,-0.9
9383,22.0,30,-0.9
9384,24.0,30,-0.9
9385,18.0,30,-0.9
9386,26.0,30,-0.9
9387,19.0,30,-0.9
9388,31.0,30,-0.9
9389,34.0,30,-0.9
9390,32.0,30,-0.9
9391,19.0,30,-0.9
9392,31.0,30,-0.9
9393,25.0,30,-0.9
9394,23.0,30,-0.9
9395,20.0,30,-0.9
9396,24.0,30,-0.9
9397,39.0,30,-0.9
9398,30.0,30,-0.9
9399,21.0,30,-0.9
9400,26.0,30,-0.9
9401,27.0,30,-0.9
9402,22.0,30,-0.9
9403,31.0,30,-0.9
9404,21.0,30,-0.9
9405,27.0,30,-0.9
9406,24.0,30,-0.9
9407,24.0,30,-0.9
9408,27.0,30,-0.9
9409,23.0,30,-0.9
9410,31.0,30,-0.9
9411,28.0,30,-0.9
9412,28.0,30,-0.9
9413,20.0,30,-0.9
9414,24.0,30,-0.9
9415,31.0,30,-0.9
9416,24.0,30,-0.9
9417,20.0,30,-0.9
9418,28.0,30,-0.9
9419,44.0,30,-0.9
9420,19.0,30,-0.9
9421,20.0,30,-0.9
9422,25.0,30,-0.9
9423,21.0,30,-0.9
9424,24.0,30,-0.9
9425,23.0,30,-0.9
9426,20.0,30,-0.9
9427,20.0,30,-0.9
9428,26.0,30,-0.9
9429,15.0,30,-0.9
9430,20.0,30,-0.9
9431,28.0,30,-0.9
9432,27.0,30,-0.9
9433,20.0,30,-0.9
9434,22.0,30,-0.9
9435,36.0,30,-0.9
9436,18.0,30,-0.9
9437,11.0,30,-0.9
9438,16.0,30,-0.9
9439,17.0,30,-0.9
9440,27.0,30,-0.9
9441,29.0,30,-0.9
9442,20.0,30,-0.9
9443,12.0,30,-0.9
9444,18.0,30,-0.9
9445,40.0,30,-0.9
9446,21.0,30,-0.9
9447,14.0,30,-0.9
9448,30.0,30,-0.9
9449,25.0,30,-0.9
9450,28.0,30,-0.9
9451,18.0,30,-0.9
9452,21.0,30,-0.9
9453,15.0,30,-0.9
9454,27.0,30,-0.9
9455,12.0,30,-0.9
9456,19.0,30,-0.9
9457,17.0,30,-0.9
9458,25.0,30,-0.9
9459,32.0,30,-0.9
9460,10.0,30,-0.9
9461,27.0,30,-0.9
9462,22.0,30,-0.9
9463,24.0,30,-0.9
9464,27.0,30,-0.9
9465,18.0,30,-0.9
9466,47.0,30,-0.9
9467,18.0,30,-0.9
9468,17.0,30,-0.9
9469,21.0,30,-0.9
9470,29.0,30,-0.9
9471,16.0,30,-0.9
9472,17.0,30,-0.9
9473,21.0,30,-0.9
9474,18.0,30,-0.9
9475,19.0,30,-0.9
9476,15.0,30,-0.9
9477,18.0,30,-0.9
9478,17.0,30,-0.9
9479,20.0,30,-0.9
9480,34.0,30,-0.9
9481,19.0,30,-0.9
9482,17.0,30,-0.9
9483,12.0,30,-0.9
9484,19.0,30,-0.9
9485,13.0,30,-0.9
9486,15.0,30,-0.9
9487,21.0,30,-0.9
9488,20.0,30,-0.9
9489,20.0,30,-0.9
9490,14.0,30,-0.9
9491,17.0,30,-0.9
9492,21.0,30,-0.9
9493,24.0,30,-0.9
9494,23.0,30,-0.9
9495,32.0,30,-0.9
9496,25.0,30,-0.9
9497,26.0,30,-0.9
9498,25.0,30,-0.9
9499,28.0,30,-0.9
9500,21.0,30,-0.9
9501,22.0,30,-0.9
9502,19.0,30,-0.9
9503,27.0,30,-0.9
9504,22.0,30,-0.9
9505,21.0,30,-0.9
9506,24.0,30,-0.9
9507,23.0,30,-0.9
9508,24.0,30,-0.9
9509,38.0,30,-0.9
9510,20.0,30,-0.9
9511,29.0,30,-0.9
9512,18.0,30,-0.9
9513,21.0,30,-0.9
9514,26.0,30,-0.9
9515,32.0,30,-0.9
9516,27.0,30,-0.9
9517,26.0,30,-0.9
9518,29.0,30,-0.9
9519,22.0,30,-0.9
9520,36.0,30,-0.9
9521,24.0,30,-0.9
9522,23.0,30,-0.9
9523,25.0,30,-0.9
9524,22.0,30,-0.9
9525,26.0,30,-0.9
9526,23.0,30,-0.9
9527,26.0,30,-0.9
9528,22.0,30,-0.9
9529,22.0,30,-0.9
9530,26.0,30,-0.9
9531,26.0,30,-0.9
9532,23.0,30,-0.9
9533,22.0,30,-0.9
9534,31.0,30,-0.9
9535,13.0,30,-0.9
9536,32.0,30,-0.9
9537,22.0,30,-0.9
9538,29.0,30,-0.9
9539,21.0,30,-0.9
9540,31.0,30,-0.9
9541,17.0,30,-0.9
9542,34.0,30,-0.9
9543,20.0,30,-0.9
9544,31.0,30,-0.9
9545,16.0,30,-0.9
9546,11.0,30,-0.9
9547,26.0,30,-0.9
9548,23.0,30,-0.9
9549,11.0,30,-0.9
9550,19.0,30,-0.9
9551,20.0,30,-0.9
9552,30.0,30,-0.9
9553,23.0,30,-0.9
9554,29.0,30,-0.9
9555,17.0,30,-0.9
9556,33.0,30,-0.9
9557,31.0,30,-0.9
9558,20.0,30,-0.9
9559,22.0,30,-0.9
9560,20.0,30,-0.9
9561,17.0,30,-0.9
9562,20.0,30,-0.9
9563,18.0,30,-0.9
9564,27.0,30,-0.9
9565,28.0,30,-0.9
9566,18.0,30,-0.9
9567,22.0,30,-0.9
9568,11.0,30,-0.9
9569,13.0,30,-0.9
9570,20.0,30,-0.9
9571,12.0,30,-0.9
9572,17.0,30,-0.9
9573,12.0,30,-0.9
9574,28.0,30,-0.9
9575,27.0,30,-0.9
9576,21.0,30,-0.9
9577,24.0,30,-0.9
9578,9.0,30,-0.9
9579,16.0,30,-0.9
9580,17.0,30,-0.9
9581,23.0,30,-0.9
9582,15.0,30,-0.9
9583,16.0,30,-0.9
9584,32.0,30,-0.9
9585,22.0,30,-0.9
9586,22.0,30,-0.9
9587,13.0,30,-0.9
9588,23.0,30,-0.9
9589,19.0,30,-0.9
9590,33.0,30,-0.9
9591,12.0,30,-0.9
9592,30.0,30,-0.9
9593,13.0,30,-0.9
9594,32.0,30,-0.9
9595,27.0,30,-0.9
9596,23.0,30,-0.9
9597,26.0,30,-0.9
9598,30.0,30,-0.9
9599,17.0,30,-0.9
9600,22.0,30,-0.9
9601,15.0,30,-0.9
9602,20.0,30,-0.9
9603,16.0,30,-0.9
9604,21.0,30,-0.9
9605,26.0,30,-0.9
9606,21.0,30,-0.9
9607,21.0,30,-0.9
9608,20.0,30,-0.9
9609,22.0,30,-0.9
9610,22.0,30,-0.9
9611,40.0,30,-0.9
9612,24.0,30,-0.9
9613,22.0,30,-0.9
9614,18.0,30,-0.9
9615,49.0,30,-0.9
9616,19.0,30,-0.9
9617,23.0,30,-0.9
9618,23.0,30,-0.9
9619,28.0,30,-0.9
9620,20.0,30,-0.9
9621,18.0,30,-0.9
9622,15.0,30,-0.9
9623,35.0,30,-0.9
9624,17.0,30,-0.9
9625,28.0,30,-0.9
9626,24.0,30,-0.9
9627,21.0,30,-0.9
9628,12.0,30,-0.9
9629,22.0,30,-0.9
9630,27.0,30,-0.9
9631,23.0,30,-0.9
9632,19.0,30,-0.9
9633,32.0,30,-0.9
9634,16.0,30,-0.9
9635,21.0,30,-0.9
9636,17.0,30,-0.9
9637,21.0,30,-0.9
9638,26.0,30,-0.9
9639,23.0,30,-0.9
9640,33.0,30,-0.9
9641,18.0,30,-0.9
9642,21.0,30,-0.9
9643,20.0,30,-0.9
9644,43.0,30,-0.9
9645,25.0,30,-0.9
9646,20.0,30,-0.9
9647,13.0,30,-0.9
9648,20.0,30,-0.9
9649,21.0,30,-0.9
9650,31.0,30,-0.9
9651,18.0,30,-0.9
9652,27.0,30,-0.9
9653,30.0,30,-0.9
9654,20.0,30,-0.9
9655,21.0,30,-0.9
9656,13.0,30,-0.9
9657,20.0,30,-0.9
9658,30.0,30,-0.9
9659,23.0,30,-0.9
9660,22.0,30,-0.9
9661,20.0,30,-0.9
9662,37.0,30,-0.9
9663,31.0,30,-0.9
9664,36.0,30,-0.9
9665,21.0,30,-0.9
9666,16.0,30,-0.9
9667,22.0,30,-0.9
9668,19.0,30,-0.9
9669,21.0,30,-0.9
9670,22.0,30,-0.9
9671,47.0,30,-0.9
9672,21.0,30,-0.9
9673,37.0,30,-0.9
9674,30.0,30,-0.9
9675,33.0,30,-0.9
9676,19.0,30,-0.9
9677,28.0,30,-0.9
9678,25.0,30,-0.9
9679,36.0,30,-0.9
9680,28.0,30,-0.9
9681,21.0,30,-0.9
9682,15.0,30,-0.9
9683,45.0,30,-0.9
9684,22.0,30,-0.9
9685,32.0,30,-0.9
9686,23.0,30,-0.9
9687,19.0,30,-0.9
9688,32.0,30,-0.9
9689,16.0,30,0.0
9690,19.0,30,0.0
9691,18.0,30,0.0
9692,23.0,30,0.0
9693,19.0,30,0.0
9694,22.0,30,0.0
9695,30.0,30,0.0
9696,24.0,30,0.0
9697,21.0,30,0.0
9698,19.0,30,0.0
9699,15.0,30,0.0
9700,22.0,30,0.0
9701,24.0,30,0.0
9702,20.0,30,0.0
9703,17.0,30,0.0
9704,27.0,30,0.0
9705,24.0,30,0.0
9706,22.0,30,0.0
9707,23.0,30,0.0
9708,20.0,30,0.0
9709,20.0,30,0.0
9710,22.0,30,0.0
9711,20.0,30,0.0
9712,30.0,30,0.0
9713,34.0,30,0.0
9714,19.0,30,0.0
9715,45.0,30,0.0
9716,28.0,30,0.0
9717,25.0,30,0.0
9718,34.0,30,0.0
9719,23.0,30,0.0
9720,19.0,30,0.0
9721,16.0,30,0.0
9722,18.0,30,0.0
9723,21.0,30,0.0
9724,22.0,30,0.0
9725,24.0,30,0.0
9726,24.0,30,0.0
9727,14.0,30,0.0
9728,16.0,30,0.0
9729,18.0,30,0.0
9730,25.0,30,0.0
9731,15.0,30,0.0
9732,18.0,30,0.0
9733,19.0,30,0.0
9734,21.0,30,0.0
9735,16.0,30,0.0
9736,25.0,30,0.0
9737,18.0,30,0.0
9738,27.0,30,0.0
9739,26.0,30,0.0
9740,24.0,30,0.0
9741,19.0,30,0.0
9742,30.0,30,0.0
9743,28.0,30,0.0
9744,24.0,30,0.0
9745,25.0,30,0.0
9746,19.0,30,0.0
9747,36.0,30,0.0
9748,19.0,30,0.0
9749,23.0,30,0.0
9750,29.0,30,0.0
9751,22.0,30,0.0
9752,18.0,30,0.0
9753,17.0,30,0.0
9754,21.0,30,0.0
9755,27.0,30,0.0
9756,26.0,30,0.0
9757,27.0,30,0.0
9758,13.0,30,0.0
9759,15.0,30,0.0
9760,21.0,30,0.0
9761,21.0,30,0.0
9762,27.0,30,0.0
9763,19.0,30,0.0
9764,22.0,30,0.0
9765,20.0,30,0.0
9766,36.0,30,0.0
9767,28.0,30,0.0
9768,24.0,30,0.0
9769,30.0,30,0.0
9770,30.0,30,0.0
9771,39.0,30,0.0
9772,24.0,30,0.0
9773,19.0,30,0.0
9774,19.0,30,0.0
9775,20.0,30,0.0
9776,27.0,30,0.0
9777,22.0,30,0.0
9778,20.0,30,0.0
9779,20.0,30,0.0
9780,13.0,30,0.0
9781,15.0,30,0.0
9782,21.0,30,0.0
9783,15.0,30,0.0
9784,16.0,30,0.0
9785,15.0,30,0.0
9786,18.0,30,0.0
9787,25.0,30,0.0
9788,23.0,30,0.0
9789,16.0,30,0.0
9790,21.0,30,0.0
9791,21.0,30,0.0
9792,17.0,30,0.0
9793,17.0,30,0.0
9794,17.0,30,0.0
9795,18.0,30,0.0
9796,25.0,30,0.0
9797,39.0,30,0.0
9798,32.0,30,0.0
9799,21.0,30,0.0
9800,37.0,30,0.0
9801,27.0,30,0.0
9802,26.0,30,0.0
9803,25.0,30,0.0
9804,22.0,30,0.0
9805,21.0,30,0.0
9806,21.0,30,0.0
9807,26.0,30,0.0
9808,19.0,30,0.0
9809,21.0,30,0.0
9810,22.0,30,0.0
9811,21.0,30,0.0
9812,18.0,30,0.0
9813,15.0,30,0.0
9814,18.0,30,0.0
9815,26.0,30,0.0
9816,16.0,30,0.0
9817,23.0,30,0.0
9818,19.0,30,0.0
9819,20.0,30,0.0
9820,16.0,30,0.0
9821,17.0,30,0.0
9822,19.0,30,0.0
9823,18.0,30,0.0
9824,26.0,30,0.0
9825,28.0,30,0.0
9826,32.0,30,0.0
9827,23.0,30,0.0
9828,24.0,30,0.0
9829,35.0,30,0.0
9830,31.0,30,0.0
9831,19.0,30,0.0
9832,21.0,30,0.0
9833,18.0,30,0.0
9834,20.0,30,0.0
9835,17.0,30,0.0
9836,27.0,30,0.0
9837,26.0,30,0.0
9838,18.0,30,0.0
9839,24.0,30,0.0
9840,22.0,30,0.0
9841,26.0,30,0.0
9842,17.0,30,0.0
9843,14.0,30,0.0
9844,37.0,30,0.0
9845,18.0,30,0.0
9846,22.0,30,0.0
9847,19.0,30,0.0
9848,17.0,30,0.0
9849,43.0,30,0.0
9850,19.0,30,0.0
9851,14.0,30,0.0
9852,24.0,30,0.0
9853,23.0,30,0.0
9854,14.0,30,0.0
9855,20.0,30,0.0
9856,18.0,30,0.0
9857,19.0,30,0.0
9858,26.0,30,0.0
9859,22.0,30,0.0
9860,37.0,30,0.0
9861,30.0,30,0.0
9862,18.0,30,0.0
9863,29.0,30,0.0
9864,25.0,30,0.0
9865,20.0,30,0.0
9866,22.0,30,0.0
9867,24.0,30,0.0
9868,29.0,30,0.0
9869,34.0,30,0.0
9870,19.0,30,0.0
9871,24.0,30,0.0
9872,15.0,30,0.0
9873,19.0,30,0.0
9874,33.0,30,0.0
9875,19.0,30,0.0
9876,22.0,30,0.0
9877,15.0,30,0.0
9878,18.0,30,0.0
9879,14.0,30,0.0
9880,19.0,30,0.0
9881,20.0,30,0.0
9882,26.0,30,0.0
9883,18.0,30,0.0
9884,26.0,30,0.0
9885,21.0,30,0.0
9886,28.0,30,0.0
9887,26.0,30,0.0
9888,38.0,30,0.0
9889,19.0,30,0.0
9890,19.0,30,0.0
9891,22.0,30,0.0
9892,29.0,30,0.0
9893,20.0,30,0.0
9894,30.0,30,0.0
9895,28.0,30,0.0
9896,24.0,30,0.0
9897,19.0,30,0.0
9898,17.0,30,0.0
9899,18.0,30,0.0
