,sample,T,rho
2617,28.0,25,-0.9
2618,18.0,25,-0.9
2619,27.0,25,-0.9
2620,13.0,25,-0.9
2621,18.0,25,-0.9
2622,14.0,25,-0.9
2623,23.0,25,-0.9
2624,27.0,25,-0.9
2625,23.0,25,-0.9
2626,19.0,25,-0.9
2627,25.0,25,-0.9
2628,22.0,25,-0.9
2629,12.0,25,-0.9
2630,20.0,25,-0.9
2631,24.0,25,-0.9
2632,10.0,25,-0.9
2633,21.0,25,-0.9
2634,14.0,25,-0.9
2635,15.0,25,-0.9
2636,17.0,25,-0.9
2637,35.0,25,-0.9
2638,23.0,25,-0.9
2639,28.0,25,-0.9
2640,18.0,25,-0.9
2641,29.0,25,-0.9
2642,18.0,25,-0.9
2643,21.0,25,-0.9
2644,19.0,25,-0.9
2645,22.0,25,-0.9
2646,17.0,25,-0.9
2647,16.0,25,-0.9
2648,27.0,25,-0.9
2649,29.0,25,-0.9
2650,34.0,25,-0.9
2651,15.0,25,-0.9
2652,28.0,25,-0.9
2653,23.0,25,-0.9
2654,20.0,25,-0.9
2655,15.0,25,-0.9
2656,25.0,25,-0.9
2657,12.0,25,-0.9
2658,27.0,25,-0.9
2659,17.0,25,-0.9
2660,13.0,25,-0.9
2661,22.0,25,-0.9
2662,21.0,25,-0.9
2663,26.0,25,-0.9
2664,22.0,25,-0.9
2665,20.0,25,-0.9
2666,14.0,25,-0.9
2667,17.0,25,-0.9
2668,22.0,25,-0.9
2669,23.0,25,-0.9
2670,21.0,25,-0.9
2671,24.0,25,-0.9
2672,15.0,25,-0.9
2673,21.0,25,-0.9
2674,23.0,25,-0.9
2675,18.0,25,-0.9
2676,20.0,25,-0.9
2677,13.0,25,-0.9
2678,13.0,25,-0.9
2679,17.0,25,-0.9
2680,33.0,25,-0.9
2681,16.0,25,-0.9
2682,12.0,25,-0.9
2683,13.0,25,-0.9
2684,17.0,25,-0.9
2685,28.0,25,-0.9
2686,17.0,25,-0.9
2687,13.0,25,-0.9
2688,17.0,25,-0.9
2689,14.0,25,-0.9
2690,20.0,25,-0.9
2691,13.0,25,-0.9
2692,20.0,25,-0.9
2693,15.0,25,-0.9
2694,35.0,25,-0.9
2695,20.0,25,-0.9
2696,19.0,25,-0.9
2697,13.0,25,-0.9
2698,16.0,25,-0.9
2699,20.0,25,-0.9
2700,19.0,25,-0.9
2701,14.0,25,-0.9
2702,12.0,25,-0.9
2703,16.0,25,-0.9
2704,20.0,25,-0.9
2705,13.0,25,-0.9
2706,17.0,25,-0.9
2707,28.0,25,-0.9
2708,14.0,25,-0.9
2709,25.0,25,-0.9
2710,14.0,25,-0.9
2711,21.0,25,-0.9
2712,17.0,25,-0.9
2713,20.0,25,-0.9
2714,24.0,25,-0.9
2715,21.0,25,-0.9
2716,18.0,25,-0.9
2717,14.0,25,-0.9
2718,26.0,25,-0.9
2719,24.0,25,-0.9
2720,37.0,25,-0.9
2721,21.0,25,-0.9
2722,12.0,25,-0.9
2723,26.0,25,-0.9
2724,16.0,25,-0.9
2725,24.0,25,-0.9
2726,13.0,25,-0.9
2727,19.0,25,-0.9
2728,16.0,25,-0.9
2729,24.0,25,-0.9
2730,19.0,25,-0.9
2731,20.0,25,-0.9
2732,12.0,25,-0.9
2733,22.0,25,-0.9
2734,19.0,25,-0.9
2735,17.0,25,-0.9
2736,26.0,25,-0.9
2737,19.0,25,-0.9
2738,22.0,25,-0.9
2739,15.0,25,-0.9
2740,18.0,25,-0.9
2741,13.0,25,-0.9
2742,16.0,25,-0.9
2743,20.0,25,-0.9
2744,15.0,25,-0.9
2745,16.0,25,-0.9
2746,13.0,25,-0.9
2747,17.0,25,-0.9
2748,13.0,25,-0.9
2749,14.0,25,-0.9
2750,25.0,25,-0.9
2751,20.0,25,-0.9
2752,22.0,25,-0.9
2753,22.0,25,-0.9
2754,14.0,25,-0.9
2755,14.0,25,-0.9
2756,17.0,25,-0.9
2757,16.0,25,-0.9
2758,19.0,25,-0.9
2759,19.0,25,-0.9
2760,27.0,25,-0.9
2761,22.0,25,-0.9
2762,23.0,25,-0.9
2763,17.0,25,-0.9
2764,18.0,25,-0.9
2765,24.0,25,-0.9
2766,21.0,25,-0.9
2767,25.0,25,-0.9
2768,19.0,25,-0.9
2769,18.0,25,-0.9
2770,19.0,25,-0.9
2771,20.0,25,-0.9
2772,18.0,25,-0.9
2773,22.0,25,-0.9
2774,20.0,25,-0.9
2775,19.0,25,-0.9
2776,14.0,25,-0.9
2777,24.0,25,-0.9
2778,18.0,25,-0.9
2779,39.0,25,-0.9
2780,23.0,25,-0.9
2781,19.0,25,-0.9
2782,18.0,25,-0.9
2783,17.0,25,-0.9
2784,15.0,25,-0.9
2785,33.0,25,-0.9
2786,14.0,25,-0.9
2787,19.0,25,-0.9
2788,26.0,25,-0.9
2789,17.0,25,-0.9
2790,24.0,25,-0.9
2791,20.0,25,-0.9
2792,21.0,25,-0.9
2793,15.0,25,-0.9
2794,18.0,25,-0.9
2795,28.0,25,-0.9
2796,19.0,25,-0.9
2797,24.0,25,-0.9
2798,20.0,25,-0.9
2799,42.0,25,-0.9
2800,17.0,25,-0.9
2801,23.0,25,-0.9
2802,18.0,25,-0.9
2803,15.0,25,-0.9
2804,20.0,25,-0.9
2805,18.0,25,-0.9
2806,14.0,25,-0.9
2807,25.0,25,-0.9
2808,13.0,25,-0.9
2809,33.0,25,-0.9
2810,15.0,25,-0.9
2811,20.0,25,-0.9
2812,30.0,25,-0.9
2813,10.0,25,-0.9
2814,24.0,25,-0.9
2815,16.0,25,-0.9
2816,14.0,25,-0.9
2817,14.0,25,-0.9
2818,19.0,25,-0.9
2819,20.0,25,-0.9
2820,18.0,25,-0.9
2821,20.0,25,-0.9
2822,21.0,25,-0.9
2823,15.0,25,-0.9
2824,15.0,25,-0.9
2825,13.0,25,-0.9
2826,26.0,25,-0.9
2827,14.0,25,-0.9
2828,15.0,25,-0.9
2829,23.0,25,-0.9
2830,15.0,25,-0.9
2831,20.0,25,-0.9
2832,13.0,25,-0.9
2833,16.0,25,-0.9
2834,29.0,25,-0.9
2835,10.0,25,-0.9
2836,16.0,25,-0.9
2837,14.0,25,-0.9
2838,19.0,25,-0.9
2839,36.0,25,-0.9
2840,22.0,25,-0.9
2841,12.0,25,-0.9
2842,24.0,25,-0.9
2843,15.0,25,-0.9
2844,20.0,25,-0.9
2845,21.0,25,-0.9
2846,12.0,25,-0.9
2847,15.0,25,-0.9
2848,22.0,25,-0.9
2849,31.0,25,-0.9
2850,23.0,25,-0.9
2851,12.0,25,-0.9
2852,15.0,25,-0.9
2853,26.0,25,-0.9
2854,21.0,25,-0.9
2855,24.0,25,-0.9
2856,24.0,25,-0.9
2857,16.0,25,-0.9
2858,25.0,25,-0.9
2859,18.0,25,-0.9
2860,27.0,25,-0.9
2861,20.0,25,-0.9
2862,14.0,25,-0.9
2863,17.0,25,-0.9
2864,15.0,25,-0.9
2865,19.0,25,-0.9
2866,15.0,25,-0.9
2867,19.0,25,-0.9
2868,18.0,25,-0.9
2869,16.0,25,-0.9
2870,20.0,25,-0.9
2871,17.0,25,-0.9
2872,20.0,25,-0.9
2873,17.0,25,-0.9
2874,21.0,25,-0.9
2875,12.0,25,-0.9
2876,17.0,25,-0.9
2877,11.0,25,-0.9
2878,16.0,25,-0.9
2879,16.0,25,-0.9
2880,17.0,25,-0.9
2881,15.0,25,-0.9
2882,20.0,25,-0.9
2883,31.0,25,-0.9
2884,12.0,25,-0.9
2885,19.0,25,-0.9
2886,14.0,25,-0.9
2887,15.0,25,-0.9
2888,21.0,25,-0.9
2889,11.0,25,-0.9
2890,17.0,25,-0.9
2891,16.0,25,-0.9
2892,18.0,25,-0.9
2893,15.0,25,-0.9
2894,16.0,25,-0.9
2895,21.0,25,-0.9
2896,20.0,25,-0.9
2897,23.0,25,-0.9
2898,20.0,25,-0.9
2899,19.0,25,-0.9
2900,21.0,25,-0.9
2901,25.0,25,-0.9
2902,21.0,25,-0.9
2903,27.0,25,-0.9
2904,19.0,25,-0.9
2905,17.0,25,-0.9
2906,21.0,25,-0.9
2907,21.0,25,-0.9
2908,20.0,25,-0.9
2909,18.0,25,-0.9
2910,21.0,25,-0.9
2911,20.0,25,-0.9
2912,26.0,25,-0.9
2913,27.0,25,-0.9
2914,17.0,25,-0.9
2915,18.0,25,-0.9
2916,25.0,25,-0.9
2917,32.0,25,-0.9
2918,37.0,25,-0.9
2919,14.0,25,-0.9
2920,16.0,25,-0.9
2921,18.0,25,-0.9
2922,25.0,25,-0.9
2923,18.0,25,-0.9
2924,23.0,25,-0.9
2925,15.0,25,-0.9
2926,20.0,25,-0.9
2927,22.0,25,-0.9
2928,24.0,25,-0.9
2929,23.0,25,-0.9
2930,14.0,25,-0.9
2931,17.0,25,-0.9
2932,15.0,25,-0.9
2933,18.0,25,-0.9
2934,25.0,25,-0.9
2935,29.0,25,-0.9
2936,42.0,25,-0.9
2937,19.0,25,-0.9
2938,19.0,25,-0.9
2939,23.0,25,-0.9
2940,21.0,25,-0.9
2941,16.0,25,-0.9
2942,25.0,25,-0.9
2943,17.0,25,-0.9
2944,20.0,25,-0.9
2945,19.0,25,-0.9
2946,14.0,25,-0.9
2947,11.0,25,-0.9
2948,22.0,25,-0.9
2949,17.0,25,-0.9
2950,32.0,25,-0.9
2951,11.0,25,-0.9
2952,23.0,25,-0.9
2953,22.0,25,-0.9
2954,27.0,25,-0.9
2955,17.0,25,-0.9
2956,20.0,25,-0.9
2957,14.0,25,-0.9
2958,14.0,25,-0.9
2959,15.0,25,-0.9
2960,29.0,25,-0.9
2961,20.0,25,-0.9
2962,20.0,25,-0.9
2963,22.0,25,-0.9
2964,13.0,25,-0.9
2965,8.0,25,-0.9
2966,19.0,25,-0.9
2967,14.0,25,-0.9
2968,19.0,25,-0.9
2969,16.0,25,-0.9
2970,17.0,25,-0.9
2971,27.0,25,-0.9
2972,14.0,25,-0.9
2973,18.0,25,-0.9
2974,15.0,25,-0.9
2975,13.0,25,-0.9
2976,26.0,25,-0.9
2977,31.0,25,-0.9
2978,16.0,25,-0.9
2979,14.0,25,-0.9
2980,15.0,25,-0.9
2981,17.0,25,-0.9
2982,11.0,25,-0.9
2983,25.0,25,-0.9
2984,16.0,25,-0.9
2985,24.0,25,-0.9
2986,27.0,25,-0.9
2987,16.0,25,-0.9
2988,10.0,25,-0.9
2989,15.0,25,-0.9
2990,20.0,25,-0.9
2991,37.0,25,-0.9
2992,17.0,25,-0.9
2993,15.0,25,-0.9
2994,15.0,25,-0.9
2995,20.0,25,-0.9
2996,13.0,25,-0.9
2997,23.0,25,-0.9
2998,16.0,25,-0.9
2999,24.0,25,-0.9
3000,29.0,25,-0.9
3001,17.0,25,-0.9
3002,18.0,25,-0.9
3003,23.0,25,-0.9
3004,22.0,25,-0.9
3005,21.0,25,-0.9
3006,31.0,25,-0.9
3007,20.0,25,-0.9
3008,24.0,25,-0.9
3009,13.0,25,-0.9
3010,14.0,25,-0.9
3011,30.0,25,-0.9
3012,12.0,25,-0.9
3013,11.0,25,-0.9
3014,22.0,25,-0.9
3015,14.0,25,-0.9
3016,13.0,25,-0.9
3017,17.0,25,-0.9
3018,37.0,25,-0.9
3019,23.0,25,-0.9
3020,27.0,25,-0.9
3021,17.0,25,-0.9
3022,16.0,25,-0.9
3023,22.0,25,-0.9
3024,16.0,25,-0.9
3025,16.0,25,-0.9
3026,13.0,25,-0.9
3027,14.0,25,-0.9
3028,11.0,25,-0.9
3029,24.0,25,-0.9
3030,10.0,25,-0.9
3031,21.0,25,-0.9
3032,13.0,25,-0.9
3033,16.0,25,-0.9
3034,17.0,25,-0.9
3035,12.0,25,-0.9
3036,17.0,25,-0.9
3037,24.0,25,-0.9
3038,19.0,25,-0.9
3039,17.0,25,-0.9
3040,15.0,25,-0.9
3041,21.0,25,-0.9
3042,21.0,25,-0.9
3043,35.0,25,-0.9
3044,36.0,25,-0.9
3045,18.0,25,-0.9
3046,22.0,25,-0.9
3047,25.0,25,-0.9
3048,22.0,25,-0.9
3049,12.0,25,-0.9
3050,21.0,25,-0.9
3051,29.0,25,-0.9
3052,21.0,25,-0.9
3053,16.0,25,-0.9
3054,26.0,25,-0.9
3055,25.0,25,-0.9
3056,18.0,25,-0.9
3057,21.0,25,-0.9
3058,19.0,25,-0.9
3059,21.0,25,-0.9
3060,19.0,25,-0.9
3061,14.0,25,-0.9
3062,27.0,25,-0.9
3063,23.0,25,-0.9
3064,18.0,25,-0.9
3065,20.0,25,-0.9
3066,18.0,25,-0.9
3067,14.0,25,-0.9
3068,26.0,25,-0.9
3069,35.0,25,-0.9
3070,21.0,25,-0.9
3071,15.0,25,-0.9
3072,15.0,25,-0.9
3073,21.0,25,-0.9
3074,26.0,25,-0.9
3075,23.0,25,-0.9
3076,23.0,25,-0.9
3077,35.0,25,-0.9
3078,22.0,25,-0.9
3079,24.0,25,-0.9
3080,20.0,25,-0.9
3081,30.0,25,-0.9
3082,15.0,25,-0.9
3083,19.0,25,-0.9
3084,27.0,25,-0.9
3085,20.0,25,-0.9
3086,27.0,25,-0.9
3087,17.0,25,-0.9
3088,25.0,25,-0.9
3089,18.0,25,-0.9
3090,25.0,25,-0.9
3091,15.0,25,-0.9
3092,21.0,25,-0.9
3093,22.0,25,-0.9
3094,24.0,25,-0.9
3095,18.0,25,-0.9
3096,17.0,25,-0.9
3097,24.0,25,-0.9
3098,10.0,25,-0.9
3099,25.0,25,-0.9
3100,14.0,25,-0.9
3101,19.0,25,-0.9
3102,11.0,25,-0.9
3103,21.0,25,-0.9
3104,17.0,25,-0.9
3105,16.0,25,-0.9
3106,25.0,25,-0.9
3107,15.0,25,-0.9
3108,17.0,25,-0.9
3109,27.0,25,-0.9
3110,19.0,25,-0.9
3111,14.0,25,-0.9
3112,15.0,25,-0.9
3113,20.0,25,-0.9
3114,27.0,25,-0.9
3115,16.0,25,-0.9
3116,20.0,25,-0.9
3117,29.0,25,-0.9
3118,14.0,25,-0.9
3119,16.0,25,-0.9
3120,17.0,25,-0.9
3121,20.0,25,-0.9
3122,22.0,25,-0.9
3123,25.0,25,-0.9
3124,10.0,25,-0.9
3125,17.0,25,-0.9
3126,15.0,25,-0.9
3127,18.0,25,-0.9
3128,19.0,25,-0.9
3129,14.0,25,-0.9
3130,17.0,25,-0.9
3131,18.0,25,-0.9
3132,38.0,25,-0.9
3133,16.0,25,-0.9
3134,22.0,25,-0.9
3135,10.0,25,-0.9
3136,29.0,25,-0.9
3137,14.0,25,-0.9
3138,15.0,25,-0.9
3139,13.0,25,-0.9
3140,17.0,25,-0.9
3141,15.0,25,-0.9
3142,17.0,25,-0.9
3143,17.0,25,-0.9
3144,22.0,25,-0.9
3145,15.0,25,-0.9
3146,17.0,25,-0.9
3147,22.0,25,-0.9
3148,11.0,25,-0.9
3149,11.0,25,-0.9
3150,28.0,25,-0.9
3151,14.0,25,-0.9
3152,11.0,25,-0.9
3153,14.0,25,-0.9
3154,20.0,25,-0.9
3155,29.0,25,-0.9
3156,18.0,25,-0.9
3157,18.0,25,-0.9
3158,16.0,25,-0.9
3159,25.0,25,-0.9
3160,25.0,25,-0.9
3161,18.0,25,-0.9
3162,21.0,25,-0.9
3163,24.0,25,-0.9
3164,26.0,25,-0.9
3165,17.0,25,-0.9
3166,19.0,25,-0.9
3167,17.0,25,-0.9
3168,10.0,25,-0.9
3169,9.0,25,-0.9
3170,29.0,25,-0.9
3171,14.0,25,-0.9
3172,11.0,25,-0.9
3173,22.0,25,-0.9
3174,17.0,25,-0.9
3175,15.0,25,-0.9
3176,24.0,25,-0.9
3177,16.0,25,-0.9
3178,17.0,25,-0.9
3179,29.0,25,-0.9
3180,13.0,25,-0.9
3181,16.0,25,-0.9
3182,12.0,25,-0.9
3183,15.0,25,-0.9
3184,25.0,25,-0.9
3185,14.0,25,-0.9
3186,17.0,25,-0.9
3187,17.0,25,-0.9
3188,17.0,25,-0.9
3189,31.0,25,-0.9
3190,20.0,25,-0.9
3191,15.0,25,-0.9
3192,15.0,25,-0.9
3193,15.0,25,-0.9
3194,13.0,25,-0.9
3195,15.0,25,-0.9
3196,18.0,25,-0.9
3197,16.0,25,-0.9
3198,15.0,25,-0.9
3199,18.0,25,-0.9
3200,21.0,25,-0.9
3201,15.0,25,-0.9
3202,30.0,25,-0.9
3203,9.0,25,-0.9
3204,16.0,25,-0.9
3205,15.0,25,-0.9
3206,14.0,25,-0.9
3207,15.0,25,-0.9
3208,19.0,25,-0.9
3209,17.0,25,-0.9
3210,16.0,25,-0.9
3211,13.0,25,-0.9
3212,19.0,25,-0.9
3213,18.0,25,-0.9
3214,15.0,25,-0.9
3215,17.0,25,-0.9
3216,21.0,25,-0.9
3217,16.0,25,-0.9
3218,17.0,25,-0.9
3219,19.0,25,-0.9
3220,28.0,25,-0.9
3221,21.0,25,-0.9
3222,17.0,25,-0.9
3223,23.0,25,-0.9
3224,31.0,25,-0.9
3225,21.0,25,-0.9
3226,23.0,25,-0.9
3227,18.0,25,-0.9
3228,22.0,25,-0.9
3229,19.0,25,-0.9
3230,32.0,25,-0.9
3231,26.0,25,-0.9
3232,22.0,25,-0.9
3233,27.0,25,-0.9
3234,16.0,25,-0.9
3235,18.0,25,-0.9
3236,26.0,25,-0.9
3237,19.0,25,-0.9
3238,33.0,25,-0.9
3239,21.0,25,-0.9
3240,23.0,25,-0.9
3241,18.0,25,-0.9
3242,26.0,25,-0.9
3243,19.0,25,-0.9
3244,15.0,25,-0.9
3245,17.0,25,-0.9
3246,20.0,25,-0.9
3247,25.0,25,-0.9
3248,19.0,25,-0.9
3249,20.0,25,-0.9
3250,16.0,25,-0.9
3251,18.0,25,-0.9
3252,16.0,25,-0.9
3253,17.0,25,-0.9
3254,15.0,25,-0.9
3255,16.0,25,-0.9
3256,18.0,25,-0.9
3257,26.0,25,-0.9
3258,20.0,25,-0.9
3259,22.0,25,-0.9
3260,18.0,25,-0.9
3261,19.0,25,-0.9
3262,18.0,25,-0.9
3263,14.0,25,-0.9
3264,15.0,25,-0.9
3265,20.0,25,-0.9
3266,33.0,25,-0.9
3267,20.0,25,-0.9
3268,28.0,25,-0.9
3269,15.0,25,-0.9
3270,20.0,25,-0.9
3271,19.0,25,-0.9
3272,24.0,25,-0.9
3273,18.0,25,-0.9
3274,14.0,25,-0.9
3275,24.0,25,-0.9
3276,17.0,25,-0.9
3277,27.0,25,-0.9
3278,23.0,25,-0.9
3279,30.0,25,-0.9
3280,25.0,25,-0.9
3281,13.0,25,-0.9
3282,18.0,25,-0.9
3283,13.0,25,-0.9
3284,15.0,25,-0.9
3285,17.0,25,-0.9
3286,12.0,25,-0.9
3287,12.0,25,-0.9
3288,23.0,25,-0.9
3289,13.0,25,-0.9
3290,24.0,25,-0.9
3291,19.0,25,-0.9
3292,16.0,25,-0.9
3293,20.0,25,-0.9
3294,18.0,25,-0.9
3295,16.0,25,-0.9
3296,20.0,25,-0.9
3297,19.0,25,-0.9
3298,15.0,25,-0.9
3299,25.0,25,-0.9
3300,11.0,25,-0.9
3301,22.0,25,-0.9
3302,12.0,25,-0.9
3303,20.0,25,-0.9
3304,14.0,25,-0.9
3305,19.0,25,-0.9
3306,16.0,25,-0.9
3307,19.0,25,-0.9
3308,14.0,25,-0.9
3309,10.0,25,-0.9
3310,14.0,25,-0.9
3311,25.0,25,-0.9
3312,13.0,25,-0.9
3313,11.0,25,-0.9
3314,45.0,25,-0.9
3315,21.0,25,-0.9
3316,21.0,25,-0.9
3317,19.0,25,-0.9
3318,12.0,25,-0.9
3319,10.0,25,-0.9
3320,22.0,25,-0.9
3321,19.0,25,-0.9
3322,25.0,25,-0.9
3323,23.0,25,-0.9
3324,13.0,25,-0.9
3325,11.0,25,-0.9
3326,24.0,25,-0.9
3327,25.0,25,-0.9
3328,15.0,25,-0.9
3329,19.0,25,-0.9
3330,13.0,25,-0.9
3331,12.0,25,-0.9
3332,18.0,25,-0.9
3333,14.0,25,-0.9
3334,17.0,25,-0.9
3335,18.0,25,-0.9
3336,14.0,25,-0.9
3337,20.0,25,-0.9
3338,12.0,25,-0.9
3339,30.0,25,-0.9
3340,24.0,25,-0.9
3341,15.0,25,-0.9
3342,11.0,25,-0.9
3343,16.0,25,-0.9
3344,18.0,25,-0.9
3345,16.0,25,-0.9
3346,13.0,25,-0.9
3347,17.0,25,-0.9
3348,17.0,25,-0.9
3349,13.0,25,-0.9
3350,13.0,25,-0.9
3351,15.0,25,-0.9
3352,11.0,25,-0.9
3353,18.0,25,-0.9
3354,15.0,25,-0.9
3355,21.0,25,-0.9
3356,18.0,25,-0.9
3357,13.0,25,-0.9
3358,20.0,25,-0.9
3359,16.0,25,-0.9
3360,30.0,25,-0.9
3361,16.0,25,-0.9
3362,36.0,25,-0.9
3363,17.0,25,-0.9
3364,12.0,25,-0.9
3365,29.0,25,-0.9
3366,16.0,25,-0.9
3367,13.0,25,-0.9
3368,15.0,25,-0.9
3369,18.0,25,-0.9
3370,17.0,25,-0.9
3371,16.0,25,-0.9
3372,11.0,25,-0.9
3373,16.0,25,-0.9
3374,15.0,25,-0.9
3375,17.0,25,-0.9
3376,23.0,25,-0.9
3377,11.0,25,-0.9
3378,12.0,25,-0.9
3379,23.0,25,-0.9
3380,21.0,25,-0.9
3381,28.0,25,-0.9
3382,17.0,25,-0.9
3383,11.0,25,-0.9
3384,14.0,25,-0.9
3385,25.0,25,-0.9
3386,14.0,25,-0.9
3387,12.0,25,-0.9
3388,21.0,25,-0.9
3389,16.0,25,-0.9
3390,27.0,25,-0.9
3391,24.0,25,-0.9
3392,28.0,25,-0.9
3393,22.0,25,-0.9
3394,14.0,25,-0.9
3395,25.0,25,-0.9
3396,23.0,25,-0.9
3397,30.0,25,-0.9
3398,15.0,25,-0.9
3399,14.0,25,-0.9
3400,25.0,25,-0.9
3401,13.0,25,-0.9
3402,22.0,25,-0.9
3403,23.0,25,-0.9
3404,20.0,25,-0.9
3405,23.0,25,-0.9
3406,25.0,25,-0.9
3407,23.0,25,-0.9
3408,25.0,25,-0.9
3409,15.0,25,-0.9
3410,29.0,25,-0.9
3411,14.0,25,-0.9
3412,16.0,25,-0.9
3413,30.0,25,-0.9
3414,21.0,25,-0.9
3415,20.0,25,-0.9
3416,15.0,25,-0.9
3417,21.0,25,-0.9
3418,25.0,25,-0.9
3419,12.0,25,-0.9
3420,23.0,25,-0.9
3421,29.0,25,-0.9
3422,28.0,25,-0.9
3423,18.0,25,-0.9
3424,20.0,25,-0.9
3425,14.0,25,-0.9
3426,16.0,25,-0.9
3427,17.0,25,-0.9
3428,28.0,25,-0.9
3429,12.0,25,-0.9
3430,11.0,25,-0.9
3431,25.0,25,-0.9
3432,24.0,25,-0.9
3433,16.0,25,-0.9
3434,21.0,25,-0.9
3435,19.0,25,-0.9
3436,15.0,25,-0.9
3437,14.0,25,-0.9
3438,19.0,25,-0.9
3439,13.0,25,-0.9
3440,20.0,25,-0.9
3441,14.0,25,-0.9
3442,12.0,25,-0.9
3443,22.0,25,-0.9
3444,23.0,25,-0.9
3445,12.0,25,-0.9
3446,26.0,25,-0.9
3447,21.0,25,-0.9
3448,18.0,25,-0.9
3449,17.0,25,-0.9
3450,32.0,25,-0.9
3451,26.0,25,-0.9
3452,15.0,25,-0.9
3453,20.0,25,-0.9
3454,20.0,25,-0.9
3455,16.0,25,-0.9
3456,19.0,25,-0.9
3457,17.0,25,-0.9
3458,20.0,25,-0.9
3459,17.0,25,-0.9
3460,14.0,25,-0.9
3461,18.0,25,-0.9
3462,28.0,25,-0.9
3463,17.0,25,-0.9
3464,18.0,25,-0.9
3465,24.0,25,-0.9
3466,23.0,25,-0.9
3467,13.0,25,-0.9
3468,14.0,25,-0.9
3469,18.0,25,-0.9
3470,24.0,25,-0.9
3471,21.0,25,-0.9
3472,8.0,25,-0.9
3473,30.0,25,-0.9
3474,18.0,25,-0.9
3475,19.0,25,-0.9
3476,14.0,25,-0.9
3477,9.0,25,-0.9
3478,13.0,25,-0.9
3479,20.0,25,-0.9
3480,23.0,25,-0.9
3481,14.0,25,-0.9
3482,17.0,25,-0.9
3483,15.0,25,-0.9
3484,17.0,25,-0.9
3485,14.0,25,-0.9
3486,12.0,25,-0.9
3487,15.0,25,-0.9
3488,24.0,25,-0.9
3489,17.0,25,-0.9
3490,13.0,25,-0.9
3491,22.0,25,-0.9
3492,13.0,25,-0.9
3493,16.0,25,-0.9
3494,25.0,25,-0.9
3495,23.0,25,-0.9
3496,16.0,25,-0.9
3497,12.0,25,-0.9
3498,21.0,25,-0.9
3499,16.0,25,-0.9
3500,17.0,25,-0.9
3501,21.0,25,-0.9
3502,23.0,25,-0.9
3503,15.0,25,-0.9
3504,14.0,25,-0.9
3505,22.0,25,-0.9
3506,12.0,25,-0.9
3507,22.0,25,-0.9
3508,16.0,25,-0.9
3509,12.0,25,-0.9
3510,19.0,25,-0.9
3511,13.0,25,-0.9
3512,21.0,25,-0.9
3513,28.0,25,-0.9
3514,18.0,25,-0.9
3515,17.0,25,-0.9
3516,13.0,25,-0.9
3517,29.0,25,-0.9
3518,23.0,25,-0.9
3519,25.0,25,-0.9
3520,17.0,25,-0.9
3521,25.0,25,-0.9
3522,17.0,25,-0.9
3523,14.0,25,-0.9
3524,18.0,25,-0.9
3525,22.0,25,-0.9
3526,20.0,25,-0.9
3527,19.0,25,-0.9
3528,40.0,25,-0.9
3529,16.0,25,-0.9
3530,23.0,25,-0.9
3531,23.0,25,-0.9
3532,26.0,25,-0.9
3533,32.0,25,-0.9
3534,23.0,25,-0.9
3535,31.0,25,-0.9
3536,13.0,25,-0.9
3537,16.0,25,-0.9
3538,31.0,25,-0.9
3539,33.0,25,-0.9
3540,14.0,25,-0.9
3541,23.0,25,-0.9
3542,16.0,25,-0.9
3543,14.0,25,-0.9
3544,15.0,25,-0.9
3545,22.0,25,-0.9
3546,23.0,25,-0.9
3547,19.0,25,-0.9
3548,18.0,25,-0.9
3549,29.0,25,-0.9
3550,26.0,25,-0.9
3551,27.0,25,-0.9
3552,15.0,25,-0.9
3553,13.0,25,-0.9
3554,18.0,25,-0.9
3555,24.0,25,-0.9
3556,23.0,25,-0.9
3557,17.0,25,-0.9
3558,17.0,25,-0.9
3559,17.0,25,-0.9
3560,16.0,25,-0.9
3561,17.0,25,-0.9
3562,15.0,25,-0.9
3563,15.0,25,-0.9
3564,15.0,25,-0.9
3565,17.0,25,-0.9
3566,16.0,25,-0.9
3567,18.0,25,-0.9
3568,34.0,25,-0.9
3569,15.0,25,-0.9
3570,13.0,25,-0.9
3571,18.0,25,-0.9
3572,12.0,25,-0.9
3573,27.0,25,-0.9
3574,14.0,25,-0.9
3575,22.0,25,-0.9
3576,12.0,25,-0.9
3577,12.0,25,-0.9
3578,15.0,25,-0.9
3579,16.0,25,-0.9
3580,17.0,25,-0.9
3581,23.0,25,-0.9
3582,20.0,25,-0.9
3583,20.0,25,-0.9
3584,16.0,25,-0.9
3585,16.0,25,-0.9
3586,14.0,25,-0.9
3587,17.0,25,-0.9
3588,27.0,25,-0.9
3589,16.0,25,-0.9
3590,18.0,25,-0.9
3591,21.0,25,-0.9
3592,20.0,25,-0.9
3593,13.0,25,-0.9
3594,16.0,25,-0.9
3595,14.0,25,-0.9
3596,14.0,25,-0.9
3597,14.0,25,-0.9
3598,17.0,25,-0.9
3599,25.0,25,-0.9
3600,24.0,25,-0.9
3601,12.0,25,-0.9
3602,16.0,25,-0.9
3603,11.0,25,-0.9
3604,17.0,25,-0.9
3605,20.0,25,-0.9
3606,15.0,25,-0.9
3607,18.0,25,-0.9
3608,17.0,25,-0.9
3609,16.0,25,-0.9
3610,17.0,25,-0.9
3611,23.0,25,-0.9
3612,24.0,25,-0.9
3613,15.0,25,-0.9
3614,15.0,25,-0.9
3615,20.0,25,-0.9
